lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
repiquer,"0,53",0,C2,,,,,,,,,,,,,,,
tachycarder,"0,53","0,53",C2,X,,,,,,,,,,,,,,
acclimater,"0,52",0,C2,,,,,,,,,,,,,,,
aduler,"0,52",0,C2,,,,,,,,,,,,,,,
amnistier,"0,52","0,13",C2,,,,,,,,,,,,,,,
décongeler,"0,52","0,01",C2,,,,,,,,,,,,X,,,
entailler,"0,52",0,C2,,,,,,,,,,,,,,,
entériner,"0,52",0,C2,,,X,,,,,,,,,,,,
espacer,"0,52","0,3",C2,,,,,,,,,,,,,,,
fourvoyer,"0,52","0,04",C2,,,X,,,,,,,,,,,,
froncer,"0,52","0,22",C2,,,,,,,,,,,,,,,
pactiser,"0,52",0,C2,,,,,,,,,,,,,,,
petit-déjeuner,"0,52","0,52",C2,,,,,,,,,,,,X,,X,
ponter,"0,52","0,3",C2,,,,,,,,,,,,,,,
recomposer,"0,52",0,C2,,,,,,,,,,,,,,,
reconnecter,"0,52","0,07",C2,,,,,,,,,,,X,,,,
reloger,"0,52","0,14",C2,,,,,,,,,,,,,,,
scinder,"0,52",0,C2,,,X,,,,,,,,,,,,
secréter,"0,52","0,44",C2,,,,,,,,,,,,,X,,
sertir,"0,52","0,19",C2,,,,,,,,,X,,,,,,
subtiliser,"0,52",0,C2,,X,,,,,,,,,,,,,
arder,"0,51",0,C2,,,X,,,,,,,,,,,,
assouplir,"0,51","0,02",C2,,,,,,,,,,,,,,,X
atrophier,"0,51",0,C2,,,,,,,,,,,,,X,,
autodétruire,"0,51","0,07",C2,,,,,,,,,,,,,,,
coaguler,"0,51","0,01",C2,,,,,,,,,,,,X,X,,
compresser,"0,51","0,07",C2,,,,,,,,,X,,,,,,
contrefaire,"0,51","0,22",C2,,,,,,,,,,,,,,,
convoyer,"0,51","0,04",C2,,,,,,,,,,,,,,,
diéser,"0,51","0,51",C2,,,,,,,,,,,,,,,
délabrer,"0,51","0,02",C2,,,,,,,,,,,,,,,
démunir,"0,51","0,27",C2,,,,,,,,,,,,,,,
désarçonner,"0,51",0,C2,,,,,,,,,,,,,,,X
enneiger,"0,51",0,C2,,,,,,,,,,,,,,X,
fustiger,"0,51","0,03",C2,,,X,,,,,,,,,,,,
galvaniser,"0,51",0,C2,,,,,,,,,X,,,,,,
limoger,"0,51",0,C2,,X,,,,,,,,,,,,,
mouvementer,"0,51",0,C2,,,,,,,,,X,,,,,,
pulser,"0,51","0,01",C2,,,,,,,,,,,,,X,,
roser,"0,51","0,01",C2,,,,,,,,,,,,,,,
réaffecter,"0,51","0,01",C2,,,,,,,X,,,,,,,,
structurer,"0,51",0,C2,,,,,,,X,,,,,,,,
calciner,"0,5","0,01",C2,,,,,,,,,X,,,,,,
catcher,"0,5","0,33",C2,,X,,,,,,,,,,,,,X
chipoter,"0,5",0,C2,,X,,,,,,,,,,,,,
chiquer,"0,5",0,C2,,X,,,,,,,,,,,,,
décupler,"0,5","0,03",C2,,,,,,,,,,,,,,,
gangrener,"0,5",0,C2,,,,,,,,,,,,,,,
inséminer,"0,5","0,17",C2,,,,,,,,,,,,,X,,
intimer,"0,5",0,C2,,,X,,,,,,,,,,,,
irriguer,"0,5",0,C2,,,,,,,,,,X,,,X,,
obnubiler,"0,5",0,C2,,,X,,,,,,,,,,,,
pinailler,"0,5",0,C2,,X,,,,,,,,,,,,,
piser,"0,5","0,5",C2,X,,,,,,,,,,,,,,
somnoler,"0,5",0,C2,,,,,,,,,,,,,,,
épouiller,"0,5",0,C2,,,,,,,,,,,,,X,,
éviscérer,"0,5","0,04",C2,,,,,,,,,X,,,,X,,
aliéner,"0,49","0,19",C2,,,,,,,,,,,,,,,
boulanger,"0,49","0,49",C2,,,,,,,,,,,,X,,,
breveter,"0,49","0,32",C2,,,,,,,,,,,,,,,
butiner,"0,49",0,C2,,,,,,,,,,,,,,,
démordre,"0,49","0,05",C2,,,,,,,,,,,,,,,
enter,"0,49","0,12",C2,,,,,,,X,,,,,,,,
frauder,"0,49",0,C2,,,,,,,,,,,,,,,
grimacer,"0,49","0,06",C2,,,,,,,,,,,,,,,
temporiser,"0,49",0,C2,,,,,,,,,,,,,,,
traficoter,"0,49",0,C2,,X,,,,,,,,,,,,,
traînasser,"0,49","0,01",C2,,X,,,,,,,,,,,,,
vociférer,"0,49","0,16",C2,,,X,,,,,,,,,,,,
épancher,"0,49",0,C2,,,X,,,,,,,,,,X,,
affubler,"0,48",0,C2,,,,,,,,,,,,,,,
agencer,"0,48","0,25",C2,,,,,,,,,,X,,,,,
bruire,"0,48","0,23",C2,,,X,,,,,,,,,,,,
discutailler,"0,48",0,C2,,X,,,,,,,,,,,,,
dépraver,"0,48","0,06",C2,,,X,,,,,,,,,,,,
exécrer,"0,48","0,41",C2,,,X,,,,,,,,,,,,
fignoler,"0,48",0,C2,,X,,,,,,,,,,,,,
gruger,"0,48","0,04",C2,,X,,,,,,,X,,,,,,
japper,"0,48",0,C2,,,,,,,,,,,,,,,
mirer,"0,48","0,14",C2,,,,,,,,,,,,,,,
méduser,"0,48","0,1",C2,,,X,,,,,,,,,,,,
renflouer,"0,48",0,C2,,,,,,,,,,,,,,,
repaître,"0,48","0,01",C2,,,X,,,,,,,,,,,,
reverser,"0,48",0,C2,,,,,,,,,,,,,,,
récidiver,"0,48",0,C2,,,,,,,,,,,,,,,
supplicier,"0,48",0,C2,,,X,,,,,,,,,,,,
tenailler,"0,48",0,C2,,,,,,,,,,,,,,,
virevolter,"0,48",0,C2,,,,,,,,,,,,,,,X
étancher,"0,48",0,C2,,,,,,,,,,X,X,,,,
abdiquer,"0,47",0,C2,,,,,,,,,,,,,,,
anoblir,"0,47","0,08",C2,,,,,,,,,,,,,,,
bouter,"0,47",0,C2,,,X,,,,,,,,,,,,
calter,"0,47","0,02",C2,,X,,,,,,,,,,,,,
commercialiser,"0,47","0,18",C1,,,,,,,,X,,,,,,,
commuer,"0,47",0,C2,,,,,,,,,,,,,,,
conforter,"0,47",0,C2,,,,,,,,,,X,,,,,
crotter,"0,47",0,C2,,,,,,,,,,,,,,,
créditer,"0,47","0,01",C2,,,,,,,X,,,,,,,,
câbler,"0,47",0,C2,,,,,,,,,,,X,,,,
enfourner,"0,47","0,01",C2,,,,,,,,,,,,X,,,
galler,"0,47","0,47",C2,X,X,,,,,,,,,,,,,
imploser,"0,47","0,07",C2,,,,,,,,,,,,,,,
inhiber,"0,47",0,C2,,,,,,,,,,,,,X,,
léviter,"0,47","0,01",C2,,,,,,,,,,,,,,,
morceler,"0,47",0,C2,,,,,,,,,,,,,,,
pallier,"0,47",0,C2,,,X,,,,X,,,,,,,,
peinturlurer,"0,47","0,14",C2,,X,,,,,,,,,,,,,
pendouiller,"0,47","0,01",C2,,X,,,,,,,,,,,,,
professer,"0,47",0,C2,,,X,,,,,,,,,,,,
pâmer,"0,47","0,01",C2,,,,,,,,,,,,,,,
rader,"0,47","0,02",C2,,,,,,,,,,,,,,,
renter,"0,47","0,11",C2,,,,,,,,,,,,,,,
rentabiliser,"0,47","0,07",C2,,,,,,,X,,,,,,,,
rythmer,"0,47",0,C2,,,,,,,,,,,,,,,X
réapprovisionner,"0,47","0,04",C2,,,,,,,,,X,,,,,,
vivoter,"0,47",0,C2,,X,,,,,,,,,,,,,
éborgner,"0,47",0,C2,,,,,,,,,,,,,,,
agréger,"0,46",0,C2,,,,,,,,,,,,,,,
autopsier,"0,46",0,C2,,,,,,,,,,,,,X,,
bassiner,"0,46",0,C2,,X,,,,,,,,,,,,,
disséminer,"0,46",0,C2,,,,,,,,,,,,,,,
débecter,"0,46",0,C2,,X,,,,,,,,,,,,,
déroger,"0,46","0,09",C2,,,X,,,,,,,,,,,,
détrôner,"0,46",0,C2,,,,,,,,,,,,,,,
pénaliser,"0,46","0,01",C2,,,,,,,,,,,,,,,X
réaffirmer,"0,46",0,C2,,,,,,,,,,,,,,,
récrire,"0,46","0,03",C2,,,,,,,,,,,,,,,
ébahir,"0,46","0,16",C2,,,X,,,,,,,,,,,,
bidouiller,"0,45",0,C2,,X,,,,,,,,,X,,,,
chatter,"0,45","0,14",C2,,X,,,,,,,,,,,,,
chever,"0,45","0,45",C2,,,,,,,,,,,,,,,
disproportionner,"0,45","0,22",C2,,,,,,,,,,,,,,,
décolorer,"0,45",0,C2,,,,,,,,,,,,,,,
dételer,"0,45",0,C2,,,,,,,,,,,,,,,
effriter,"0,45","0,01",C2,,,,,,,,,,,,X,,,
revouloir,"0,45","0,04",C2,,,X,,,,,,,,,,,,
remplier,"0,45","0,41",C2,,,,,,,,,,,,,,,
resquiller,"0,45",0,C2,,X,,,,,,,,,,,,,
rudoyer,"0,45","0,01",C2,,,X,,,,,,,,,,,,
réfréner,"0,45","0,22",C2,,,X,,,,,,,,,,,,
singer,"0,45","0,2",C2,,,,,,,,,,,,,,,
solidifier,"0,45",0,C2,,,,,,,,,X,,,X,,,
suturer,"0,45",0,C2,,,,,,,,,,,,,X,,
valoriser,"0,45",0,C2,,,,,,,X,,,,,,,,
voleter,"0,45",0,C2,,,,,,,,,,,,,,,
étioler,"0,45",0,C2,,,X,,,,,,,,,,,,
amalgamer,"0,44",0,C2,,,,,,,,,X,,,,X,,
décocher,"0,44",0,C2,,,,,,,,,,,,,,,X
défenestrer,"0,44",0,C2,,,,,,,,,,,,,,,
fomenter,"0,44",0,C2,,,X,,,,,,,,,,,,
ironiser,"0,44",0,C2,,,,,,,,,,,,,,,
muser,"0,44",0,C2,,,X,,,,,,,,,,,,
ployer,"0,44","0,03",C2,,,,,,,,,,,,,,,
quarter,"0,44","0,44",C2,,,,,,,,,,,,,,,
recentrer,"0,44","0,24",C2,,,,,,,X,,,,,,,,
révulser,"0,44",0,C2,,,,,,,,,,,,,,,
styliser,"0,44",0,C2,,,,,,,,,,,,,,,
transiter,"0,44",0,C2,,,,,,,,,,,,,,,
transparaître,"0,44",0,C2,,,X,,,,,,,,,,,,
violeter,"0,44","0,44",C2,,,,,,,,,,,,,,,
échafauder,"0,44",0,C2,,,,,,,,,,X,,,,,
alunir,"0,43","0,06",C2,,,,,,,,,,,,,,,
cafouiller,"0,43",0,C2,,X,,,,,,,,,,,,,
défricher,"0,43",0,C2,,,,,,,,,,,,,,,
ergoter,"0,43",0,C2,,,X,,,,,,,,,,,,
esclaffer,"0,43",0,C2,,X,,,,,,,,,,,,,
formaliser,"0,43",0,C2,,,,,,,X,,,,,,,,
insupporter,"0,43",0,C2,,X,,,,,,,,,,,,,
mégoter,"0,43",0,C2,,X,,,,,,,,,,,,,
prophétiser,"0,43",0,C2,,,,,,,,,,,,,,,
repoudrer,"0,43",0,C2,,,,,,,,,,,,X,,,
souquer,"0,43",0,C2,,,,,,,,,,,,,,,
toréer,"0,43","0,01",C2,X,,,,,,,,,,,,,,X
amenuiser,"0,42",0,C2,,,,,,,,,,,,,,,
assagir,"0,42","0,14",C2,,,,,,,,,,,,,,,
blêmir,"0,42","0,01",C2,,,,,,,,,,,,,,,
coexister,"0,42",0,C2,,,,,,,,,,,,,,,
complexer,"0,42",0,C2,,X,,,,,,,,,,,,,
coupler,"0,42","0,02",C2,,,,,,,,,X,,X,,,,
déférer,"0,42",0,C2,,,X,,,,,,,,,,,,
fabuler,"0,42","0,31",C2,,,,,,,,,,,,,,,
fanfaronner,"0,42",0,C2,,,,,,,,,,,,,,,
gluer,"0,42","0,07",C2,X,X,,,,,,,X,,,,,,
pagayer,"0,42","0,08",C2,,,,,,,,,,,,,,,X
paresser,"0,42",0,C2,,,,,,,,,,,,,,,
poncer,"0,42","0,18",C2,,,,,,,,,X,X,X,,,,
sevrer,"0,42",0,C2,,,,,,,,,,,,,X,,
sourdre,"0,42","0,13",C2,,,X,,,,,,,,,,,,
tétaniser,"0,42",0,C2,,,,,,,,,,,,,,,
écarteler,"0,42",0,C2,,,,,,,,,,,,,,,
babiller,"0,41",0,C2,,,,,,,,,,,,,,,
carillonner,"0,41",0,C2,,,,,,,,,,,,,,,
clamper,"0,41","0,09",C2,,,,,,,,,,,,,,,
cristalliser,"0,41",0,C2,,,,,,,,,X,,,,,,
distendre,"0,41","0,02",C2,,,,,,,,,,,,,X,,
domestiquer,"0,41",0,C2,,,,,,,,,,,,,,,
décentrer,"0,41",0,C2,,,,,,,,,X,,,,,,
dégoiser,"0,41",0,C2,,X,,,,,,,,,,,,,
dépeupler,"0,41",0,C2,,,,,,,,,,,,,,,
gargariser,"0,41",0,C2,,,,,,,,,,,,,X,,
houspiller,"0,41",0,C2,X,X,,,,,,,,,,,,,
instituer,"0,41",0,C2,,,X,,,,,,,,,,,,
lamper,"0,41","0,14",C2,,X,,,,,,,,,,,,,
loquer,"0,41",0,C2,,,,,,,,,,,,,,,
parquer,"0,41",0,C2,,,,,,,,,,,,,,,
permuter,"0,41","0,01",C2,,,,,,,X,,,,,,,,
pianoter,"0,41","0,1",C2,,,,,,,X,,,,,,,,
plastiquer,"0,41","0,01",C2,,X,,,,,,,,,,,,,
polariser,"0,41",0,C2,,,,,,,,,X,,,,,,
prohiber,"0,41","0,01",C2,,,X,,,,,,,,,,,,
rajuster,"0,41",0,C2,,,,,,,,,,,X,,,,
remmener,"0,41",0,C2,,,,,,,,,,,,,,,
ronchonner,"0,41",0,C2,,X,,,,,,,,,,,,,
réinsérer,"0,41","0,23",C2,,,,,,,,,,,,,X,,
smasher,"0,41","0,25",C2,,,,,,,,,,,,,,,X
sprinter,"0,41",0,C2,,,,,,,,,,,,,,,X
tuber,"0,41","0,27",C2,,X,,,,,,,,,,,,,
émanciper,"0,41",0,C2,,,,,,,,,,,,,,,
affectionner,"0,4",0,C2,,,,,,,,,,,,,,,
bader,"0,4","0,37",C2,,X,,,,,,,,,,,,,
choyer,"0,4","0,02",C2,,,,,,,,,,,,,,X,
comptabiliser,"0,4",0,C2,,,,,,X,,,,,,,,,
détremper,"0,4",0,C2,,,,,,,,,,,,X,,,
engluer,"0,4",0,C2,,,,,,,,,,,,,,,
museler,"0,4",0,C2,,,,,,,,,,,,,,,
métisser,"0,4",0,C2,,,,,,,,,,,,,,,
plagier,"0,4",0,C2,,,,,,,,,,,,,,,
rabrouer,"0,4",0,C2,,,,,,,,,,,,,,,
rapper,"0,4","0,4",C2,,,,,,,,,,,,,,,
reboire,"0,4","0,17",C2,,,,,,,,,,,,,,,
reconvertir,"0,4","0,13",C2,,,,,,,X,,,,,,,,
refluer,"0,4",0,C2,,,,,,,,,,,,,,,
ressourcer,"0,4","0,4",C2,,,,,,,,,,,,,,X,
tournebouler,"0,4",0,C2,,X,,,,,,,X,,,,,,
émécher,"0,4",0,C2,,,,,,,,,,,,,,,
arroger,"0,39","0,22",C2,,,X,,,,,,,,,,,,
climatiser,"0,39",0,C2,,,,,,,,,,X,X,,,,
controverser,"0,39","0,28",C2,,,,,,,,,,,,,,,
dessaouler,"0,39","0,01",C2,,X,,,,,,,,,,,,,
enfumer,"0,39",0,C2,,,,,,,,,,,,X,,,
expatrier,"0,39",0,C2,,,,,,,,,,,,,,,
graviter,"0,39",0,C2,,,,,,,,,,,,,,,
juguler,"0,39",0,C2,,,,,,,,,,,,,X,,
miroiter,"0,39",0,C2,,,,,,,,,,X,,,,,
parasiter,"0,39",0,C2,,,,,,,,,,,,,,,
reconfigurer,"0,39","0,05",C2,,,,,,,,,X,,,,,,
regonfler,"0,39",0,C2,,,,,,,,,,,X,,,,
relativiser,"0,39",0,C2,,,,,,,,,,,,,,,
ressouder,"0,39",0,C2,,,,,,,,,X,,X,,,,
rogner,"0,39",0,C2,,,,,,,,,,,,,,,
sabrer,"0,39","0,01",C2,,,,,,,,,,,,X,,,
travestir,"0,39","0,09",C2,,,,,,,,,,,,,,,
trousser,"0,39",0,C2,,,,,,,,,,,,,,,
trépasser,"0,39",0,C2,,,X,,,,,,,,,,,,
cadencer,"0,38","0,14",C2,,,,,,,,,,,,,,,
domicilier,"0,38",0,C2,,,,,,,,,,,,,,,
délimiter,"0,38",0,C2,,,,,,,,,,X,,,,,
désaccorder,"0,38",0,C2,,,,,,,,,,,,,,,
dévoyer,"0,38","0,1",C2,,,X,,,,,,,X,,,,,
embuer,"0,38",0,C2,,,,,,,,,,,,,,,
goudronner,"0,38",0,C2,,,,,,,,,,X,,,,,
lourder,"0,38",0,C2,,X,,,,,,,,,,,,,
nipper,"0,38",0,C2,,X,,,,,,,,,,,,,
opiner,"0,38","0,1",C2,,,X,,,,,,,,,,,,
pavoiser,"0,38",0,C2,,,,,,,,,,,,,,,
perler,"0,38","0,01",C2,,,,,,,,,,,,,,,
pommer,"0,38",0,C2,,X,,,,,,,,,,,,,
pâtisser,"0,38",0,C2,,,,,,,,,,,,X,,,
recontacter,"0,38","0,03",C2,,,,,,,,X,,,,,,,
reboutonner,"0,38",0,C2,,,,,,,,,,,,,,,
rependre,"0,38",0,C2,,,,,,,,,,,,,,,
rougeoyer,"0,38","0,14",C2,,,,,,,,,,,,,,,
réajuster,"0,38",0,C2,,,,,,,,,,,X,,,,
régulariser,"0,38",0,C2,,,,,,,,,,,,,,,
réutiliser,"0,38","0,02",C2,,,,,,,,,,,,,,,
salarier,"0,38",0,C2,,,,,,,,,,,,,,,
tamiser,"0,38",0,C2,,,,,,,,,,,,X,,,
émincer,"0,38","0,12",C2,,,,,,,,,,,,X,,,
émoustiller,"0,38",0,C2,,,,,,,,,,,,,,,
bourlinguer,"0,37","0,01",C2,,X,,,,,,,,,,,,,
braire,"0,37","0,34",C2,,,,,,,,,,,,,,,
concélébrer,"0,37","0,37",C2,X,,X,,,,,,,,,,,,
courter,"0,37","0,37",C2,X,X,,,,,,,,,,,,,
cravacher,"0,37",0,C2,,X,,,,,,,,,,,,,
déprogrammer,"0,37","0,21",C2,,,,,,,,,,,,,,,
détoner,"0,37","0,01",C2,,,,,,,,,,,,,,,
dévaluer,"0,37",0,C2,,,,,,,,,,,,,,,
entremêler,"0,37",0,C2,,,,,,,,,,,,,,,
extrapoler,"0,37","0,04",C2,,,,,,,,,,,,,,,
pacser,"0,37","0,37",C2,,,,,,,,,,,,,,,
rediriger,"0,37","0,08",C2,,,,,,,X,,,,,,,,
réexpédier,"0,37",0,C2,,,,,,,X,,,,,,,,
talonner,"0,37",0,C2,,,,,,,,,,,,,,,X
téléviser,"0,37","0,01",C2,,,,,,,,,,,,,,,
étrenner,"0,37",0,C2,,,,,,,,,,,,,,,
accréditer,"0,36",0,C2,,,,,,,,,,,,,,,
affilier,"0,36",0,C2,,,,,,X,,,,,,,,,
apeurer,"0,36",0,C2,,,X,,,,,,,,,,,,
assaisonner,"0,36",0,C2,,,,,,,,,,,,X,,,
bouchonner,"0,36",0,C2,,,,,,,,,,,,,,,
bridger,"0,36",0,C2,,X,,,,,,,,,,,,,
calquer,"0,36",0,C2,,,,,,,,,,,,,,,
chromer,"0,36","0,03",C2,,,,,,,,,X,,,,,,
enjoindre,"0,36",0,C2,,,X,,,,,,,,,,,,
folâtrer,"0,36",0,C2,,,X,,,,,,,,,,,,
jacter,"0,36",0,C2,,X,,,,,,,,,,,,,
marginaliser,"0,36",0,C2,,,,,,,,,,,,,,,
médiatiser,"0,36","0,01",C2,,,,,,,,,,,,,,,
pocher,"0,36","0,13",C2,,,,,,,,,,,,X,,,
portraire,"0,36",0,C2,,,X,,,,,,,,,,,,
privatiser,"0,36","0,31",C2,,,,,,,,,,,,,,,
renégocier,"0,36","0,03",C2,,,,,,,,,,,,,,,
scander,"0,36",0,C2,,,,,,,,,,,,,,,
transposer,"0,36",0,C2,,,,,,,,,,,,,,,
éperonner,"0,36",0,C2,,,,,,,,,,,,,,,X
agrémenter,"0,35","0,01",C2,,,,,,,,,,,,X,,,
aimanter,"0,35",0,C2,,,,,,,,,,,,,,,
buller,"0,35",0,C2,,X,,,,,,,,,,,,,
chapitrer,"0,35","0,29",C2,,X,,,,,,,,,,,,,
décroître,"0,35",0,C2,,,,,,,,,,,,,,,
délester,"0,35","0,1",C2,,,,,,,,,,,X,,,,
dézinguer,"0,35","0,17",C2,,X,,,,,,,,,,,,,
empaqueter,"0,35",0,C2,,,,,,,,,X,,,,,,
encanailler,"0,35","0,01",C2,,,,,,,,,,,,,,,
encastrer,"0,35",0,C2,,,,,,,,,,X,,,,,
garrotter,"0,35",0,C2,,,,,,,,,,,,,X,,
grésiller,"0,35",0,C2,,,,,,,,,,,,,,,
harmoniser,"0,35",0,C2,,,,,,,,,,,,,,,
humecter,"0,35","0,14",C2,,,X,,,,,,,,,,X,,
héler,"0,35","0,05",C2,X,,,,,,,,,,,,,,
hébéter,"0,35",0,C2,,,,,,,,,,,,,,,
intérioriser,"0,35",0,C2,,,,,,,,,,,,,,,
médire,"0,35","0,11",C2,,,,,,,,,,,,,,,
nerver,"0,35","0,34",C2,,X,,,,,,,,,,,,,
parsemer,"0,35",0,C2,,,,,,,,,,,,X,,,
putter,"0,35","0,35",C2,,,,,,,,,,,,,,,X
pépier,"0,35",0,C2,,,,,,,,,,,,,,,
rancarder,"0,35",0,C2,,X,,,,,,,,,,,,,
raréfier,"0,35",0,C2,,,X,,,,,,,,,,,,
remodeler,"0,35",0,C2,,,,,,,,,,X,,,,,
repeigner,"0,35",0,C2,,,,,,,,,,,,,,,
riper,"0,35",0,C2,,,,,,,,,,X,,,,,
répercuter,"0,35",0,C2,,,,,,,X,,,,,,,,
rétribuer,"0,35",0,C2,,,X,,,,,,,,,,,,
siphonner,"0,35","0,04",C2,,X,,,,,,,,,,,,,
truander,"0,35","0,03",C2,,X,,,,,,,,,,,,,
turbiner,"0,35",0,C2,,X,,,,,,,X,,,,,,
turlupiner,"0,35",0,C2,,X,,,,,,,,,,,,,
téléguider,"0,35","0,01",C2,,,,,,,,,X,,,,,,
vadrouiller,"0,35","0,01",C2,,X,,,,,,,,,,,,,
accouder,"0,34",0,C2,,,,,,,,,,,,,,,
ahurir,"0,34","0,29",C2,,,,,,,,,,,,,,,
alpaguer,"0,34","0,01",C2,,X,,,,,,,,,,,,,
arquer,"0,34",0,C2,,,,,,,,,,,,,,,X
batailler,"0,34",0,C2,,,,,,,,,,,,,,,X
cabrer,"0,34",0,C2,,,,,,,,,,,,,,,X
cafarder,"0,34","0,13",C2,,X,,,,,,,,,,,,,
centraliser,"0,34",0,C2,,,,,,,X,,,,,,,,
dégueulasser,"0,34","0,08",C2,,X,,,,,,,,,,,,,
désarticuler,"0,34",0,C2,,,,,,,,,,,,,X,,
encrasser,"0,34",0,C2,,,,,,,,,,,X,,,,
engranger,"0,34","0,06",C2,,,,,,,,,,,,,,,
enjoliver,"0,34",0,C2,,,,,,,,,,,,,,,
frigorifier,"0,34","0,01",C2,,,,,,,,,X,,,,,,
harponner,"0,34",0,C2,,X,,,,,,,,,,,,,
marmotter,"0,34","0,1",C2,,,,,,,,,,,,,,,
naturaliser,"0,34","0,05",C2,,,,,,,,,,,,,,,
octavier,"0,34","0,28",C2,,,,,,,,,,,,,,,
pester,"0,34",0,C2,,X,,,,,,,,,,,,,
redistribuer,"0,34","0,01",C2,,,,,,,X,,,,,,,,
rejuger,"0,34","0,07",C2,,,,,,,,,,,,,,,
rescaper,"0,34",0,C2,,,,,,,,,,,,,,,
réveillonner,"0,34",0,C2,,,,,,,,,,,,,,X,
soupeser,"0,34",0,C2,,,,,,,,,,,,,,,
surélever,"0,34",0,C2,,,,,,,,,,X,,,,,
trôner,"0,34",0,C2,,,,,,,,,,,,,,,
égoutter,"0,34",0,C2,,,,,,,,,,,,X,,,
alcooliser,"0,33",0,C2,,,,,,,,,X,,,,,,
amidonner,"0,33",0,C2,,,,,,,,,,,X,,,,
atomiser,"0,33",0,C2,,,,,,,,,X,,,,,,
avachir,"0,33","0,23",C2,,X,,,,,,,,,,,,,
biner,"0,33",0,C2,,,,,,,,,,,,,,,
cantiner,"0,33","0,33",C2,,,,,,,,,,,,,,,
cocotter,"0,33","0,33",C2,,X,,,,,,,,,,,,,
concurrencer,"0,33","0,01",C2,,,,,,,X,,,,,,,,
dinguer,"0,33","0,33",C2,X,X,,,,,,,,,,,,,
dépressuriser,"0,33","0,01",C2,,,,,,,,,,,X,,,,
encenser,"0,33",0,C2,,,,,,,,,,,,,,,
exacerber,"0,33",0,C2,,,X,,,,,,,,,,,,
fourcher,"0,33",0,C2,,,,,,,,,,,,,,,
mugir,"0,33","0,01",C2,,,,,,,,,,,,,,,
papillonner,"0,33",0,C2,,,,,,,,,,,,,,,
paver,"0,33",0,C2,,,,,,,,,,X,,,,,
pinter,"0,33","0,05",C2,,X,,,,,,,,,,,,,
poisser,"0,33",0,C2,,,,,,,,,,,,,,,
psalmodier,"0,33",0,C2,,,,,,,,,,,,,,,
réinvestir,"0,33","0,04",C2,,,,,,,,,,,,,,,
speeder,"0,33","0,01",C2,,X,,,,,,,,,,,,,
transfuser,"0,33","0,01",C2,,,,,,,,,,,,,X,,
vandaliser,"0,33","0,01",C2,,,,,,,,,,,,,,,
étoffer,"0,33",0,C2,,,,,,,X,,,,,,,,
accoler,"0,32",0,C2,,,,,,,,,,,,,,,
adjurer,"0,32",0,C2,,,X,,,,,,,,,,,,
boudiner,"0,32",0,C2,,,,,,,,,,,,X,,,
carter,"0,32","0,01",C2,,,,,,,,,,,,,,,
cosigner,"0,32","0,01",C2,,,,,,,,,,,,,,,
cuber,"0,32",0,C2,,,,,,,,,,,,,,,
déblatérer,"0,32","0,07",C2,,X,,,,,,,,,,,,,
détonner,"0,32",0,C2,,,,,,,,,,,,,,,
enceindre,"0,32","0,32",C2,,,X,,,,,,,,,,,,
enjouer,"0,32","0,02",C2,,,,,,,,,,,,,,,
enorgueillir,"0,32","0,01",C2,,,X,,,,,,,,,,,,
grisonner,"0,32",0,C2,,,,,,,,,,,,,,,
macérer,"0,32","0,03",C2,,,,,,,,,,,,X,,,
mastiquer,"0,32",0,C2,,X,,,,,,,,X,,,,,
putréfier,"0,32",0,C2,,,,,,,,,,,,,,,
pétiller,"0,32",0,C2,,,,,,,,,,,,,,,
reperdre,"0,32",0,C2,,,,,,,,,,,,,,,
retapisser,"0,32",0,C2,,,,,,,,,,,X,,,,
régenter,"0,32",0,C2,X,,,,,,,,,,,,,,
schlinguer,"0,32","0,02",C2,,X,,,,,,,,,,,,,
trépigner,"0,32","0,01",C2,,,,,,,,,,,,,,,
égrener,"0,32","0,01",C2,,,,,,,,,,,,,,,
blaser,"0,31",0,C2,,,,,,,,,,,,,,,
cancaner,"0,31",0,C2,,X,,,,,,,,,,,,,
canner,"0,31",0,C2,,,,,,,,,,,X,,,,
contrevenir,"0,31",0,C2,,,X,,,,,,,,,,,,
corder,"0,31","0,13",C2,,,,,,,,,,,,,,,
dupliquer,"0,31","0,13",C2,,,,,,,X,,,,,,,,
désengager,"0,31","0,08",C2,,,,,,,,,,,,,,,
fragmenter,"0,31",0,C2,,,,,,,,,,,,,,,
humidifier,"0,31",0,C2,,,,,,,,,,,,,,,
informatiser,"0,31","0,01",C2,,,,,,,X,,,,,,,,
lobotomiser,"0,31","0,04",C2,,,,,,,,,,,,,,,
louvoyer,"0,31","0,07",C2,,,,,,,,,,,,,,,
mâchouiller,"0,31",0,C2,,X,,,,,,,,,,,,,
napper,"0,31","0,22",C2,,,,,,,,,,,,X,,,
raire,"0,31","0,01",C2,,,X,,,,,,,,,,,,
subordonner,"0,31",0,C2,,,,,,,X,,,,,,,,
transvaser,"0,31",0,C2,,,,,,,,,,,,X,,,
émasculer,"0,31",0,C2,,,,,,,,,,,,,,,
