lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
aguicher,"0,3","0,03",C2,,X,,,,,,,,,,,,,
alper,"0,3","0,3",C2,,,,,,,,,,,,,,,
attifer,"0,3",0,C2,,X,,,,,,,,,,,,,
bougier,"0,3","0,3",C2,,,,,,,,,,,,,X,,
bûcher,"0,3","0,02",C2,,,,,,,,,,,,,,,
confire,"0,3","0,01",C2,,,,,,X,,,,,,X,,,
croûter,"0,3","0,18",C2,,X,,,,,,,,,,,,,
décrier,"0,3",0,C2,,,X,,,,,,,,,,,,
décroiser,"0,3",0,C2,,,,,,,,,,,,,,,
dégraisser,"0,3","0,01",C2,,,,,,,,,,,,X,,,
entre-dévorer,"0,3","0,01",C2,,,X,,,,,,,,,,,,
fulminer,"0,3",0,C2,,,,,,,,,,,,,,,
guerroyer,"0,3",0,C2,,,X,,,,,,,,,,,,
interagir,"0,3","0,17",C2,,,,,,,,X,,,,,,,
légitimer,"0,3",0,C2,,,,,,,,,,,,,,,
materniser,"0,3","0,01",C2,,,,,,,,,,,,,,,
niaiser,"0,3","0,17",C2,,X,,,,,,,,,,,,,
personnaliser,"0,3",0,C2,,,,,,,,X,,,,,,,
responsabiliser,"0,3",0,C2,,,,,,,X,,,,,,,,
subodorer,"0,3",0,C2,,X,,,,,,,,,,,,,
surenchérir,"0,3","0,11",C2,,,,,,,,,,,,,,,
trifouiller,"0,3",0,C2,,X,,,,,,,,,,,,,
vidanger,"0,3","0,04",C2,,,,,,,,,,,X,,,,
acter,"0,29",0,C2,,,,,,,,,,,,,,,
arriérer,"0,29","0,09",C2,X,,,,,,,,,,,,,,
catapulter,"0,29","0,01",C2,,,,,,,,,,,,,,,
dessiller,"0,29",0,C2,,,X,,,,,,,,,,,,
défourailler,"0,29",0,C2,,X,,,,,,,,,,,,,
détrousser,"0,29","0,01",C2,,,,,,,,,,,,,,,
fraîchir,"0,29","0,02",C2,,,,,,,,,,,,,,,
gominer,"0,29",0,C2,,X,,,,,,,,,,,,,
gratiner,"0,29","0,01",C2,,,,,,,,,,,,X,,,
latter,"0,29","0,09",C2,,X,,,,,,,,X,,,,,
maugréer,"0,29",0,C2,,,,,,,,,,,,,,,
mécaniser,"0,29",0,C2,,,,,,,,,X,,,,,,
politiser,"0,29","0,07",C2,,,,,,,,,,,,,,,
radiner,"0,29",0,C2,,X,,,,,,,,,,,,,
radoucir,"0,29","0,12",C2,,,,,,,,,,,,,,,
rebiffer,"0,29","0,01",C2,,,,,,,,,,,,,,,
recroqueviller,"0,29",0,C2,,,,,,,,,,,,,,,
redéfinir,"0,29","0,03",C2,,,,,,,X,,,,,,,,
retéléphoner,"0,29","0,14",C2,,,,,,,,X,,,,,,,
revigorer,"0,29",0,C2,,,,,,,,,,,,,,,X
styler,"0,29","0,18",C2,,,,,,,,,,,,,,,
tacheter,"0,29",0,C2,,,,,,,,,,,,,,,
touiller,"0,29",0,C2,,X,,,,,,,,,,X,,,
affabuler,"0,28","0,15",C2,,,,,,,,,,,,,,,
automatiser,"0,28","0,2",C1,,,,,,,,,X,,,,,,
barouder,"0,28","0,28",C2,,X,,,,,,,,,,,,,
ceinturer,"0,28",0,C2,,,,,,,,,,,,,,,
chaperonner,"0,28","0,01",C2,,,,,,,,,,,,,,,
ciller,"0,28",0,C2,,,,,,,,,,,,,,,
cuivrer,"0,28",0,C2,,,,,,,,,X,,,,,,
débrider,"0,28",0,C2,,,,,,,,,,,X,,X,,
déculotter,"0,28",0,C2,,X,,,,,,,,,,,,,
dégoupiller,"0,28","0,2",C2,,,,,,,,,,,,,,,
démobiliser,"0,28",0,C2,,,,,,,,,,,,,,,
désoeuvrer,"0,28","0,02",C2,,,,,,,,,,,,,,,
ensabler,"0,28","0,1",C2,,,,,,,,,,X,,,,,
entrecroiser,"0,28",0,C2,,,,,,,,,,,,,,,
environner,"0,28",0,C2,,,X,,,,,,,,,,,,
escamoter,"0,28",0,C2,,,,,,,,,,,,,,,
larmoyer,"0,28","0,1",C2,,,,,,,,,,,,,,,
marbrer,"0,28",0,C2,,,,,,,,,,,,X,,,
meugler,"0,28",0,C2,,,,,,,,,,,,,,,
mystifier,"0,28","0,1",C2,,,,,,,,,,,,,,,
personnifier,"0,28",0,C2,,,,,,,,,,,,,,,
pressurer,"0,28",0,C2,,,,,,,,,X,,,,,,
refleurir,"0,28","0,14",C2,,,,,,,,,,,,,,,
remaquiller,"0,28",0,C2,,,,,,,,,,,,,,,
réinstaller,"0,28","0,01",C2,,,,,,,,,,,X,,,,
sabler,"0,28",0,C2,,,,,,,,,,X,,,,,
siffloter,"0,28",0,C2,,X,,,,,,,,,,,,,
sous-payer,"0,28","0,04",C2,,,,,,,,,,,,,,,
surclasser,"0,28","0,01",C2,,,,,,,,,,,,,,X,
taguer,"0,28","0,01",C2,,X,,,,,,,,,,,,,
tiquer,"0,28",0,C2,,X,,,,,,,,,,,,,
tiser,"0,28",0,C2,,X,,,,,,,,,,,,,
transfigurer,"0,28",0,C2,,,,,,,,,,,,,,,
édicter,"0,28","0,1",C2,,,X,,,,,,,,,,,,
abhorrer,"0,27","0,01",C2,,,X,,,,,,,,,,,,
abstraire,"0,27","0,02",C2,,,X,,,,,,,,,,,,
arguer,"0,27",0,C2,,,,,,,,,,,,,,,
bicher,"0,27",0,C2,,X,,,,,,,,,,,,,
cafeter,"0,27",0,C2,,X,,,,,,,,,,,,,
cascader,"0,27",0,C2,,,,,,,X,,,,,,,,
chevir,"0,27","0,27",C2,,,X,,,,,,,,,,,,
compulser,"0,27",0,C2,,,X,,,,,,,,,,,,
contusionner,"0,27","0,02",C2,,,,,,,,,,,,,X,,
crêper,"0,27",0,C2,,,,,,,,,,,,,,,
culminer,"0,27","0,01",C2,,,,,,,,,,,,,,,
désunir,"0,27","0,01",C2,,,,,,,,,,,,,,,
dévaloriser,"0,27",0,C2,,,,,,,,,,,,,,,
escagasser,"0,27","0,14",C2,,X,,,,,,,,,,,,,
goupiller,"0,27","0,01",C2,,X,,,,,,,,,X,,,,
humaniser,"0,27",0,C2,,,,,,,,,,,,,,,
licher,"0,27",0,C2,,X,,,,,,,,,,,,,
lifter,"0,27","0,22",C2,,,,,,,,,,,,,X,,X
lézarder,"0,27",0,C2,,,,,,,,,,,,,,,
manucurer,"0,27","0,01",C2,,,,,,,,,,,,,,,
musiquer,"0,27",0,C2,,,,,,,,,,,,,,,
méconnaître,"0,27","0,1",C2,,,X,,,,,,,,,,,,
pelleter,"0,27",0,C2,,,,,,,,,,X,,,,,
prédisposer,"0,27",0,C2,,,,,,,,,,,,,X,,
renfrogner,"0,27","0,01",C2,,,,,,,,,,,,,,,
sensibiliser,"0,27",0,C2,,,,,,,X,,,,,,,,
targuer,"0,27",0,C2,,,X,,,,,,,,,,,,
tracter,"0,27","0,01",C2,,,,,,,,,,X,,,,,
triquer,"0,27",0,C2,,X,,,,,,,,,,,,,
époustoufler,"0,27","0,02",C2,,X,,,,,,,,,,,,,
avoisiner,"0,26",0,C2,,,X,,,,,,,,,,,,
corner,"0,26","0,26",C2,,,,,,,,,,,,,,,X
dandiner,"0,26",0,C2,,,,,,,,,,,,,,,
estomaquer,"0,26",0,C2,,X,,,,,,,,,,,,,
exclamer,"0,26",0,C2,,,,,,,,,,,,,,,
expertiser,"0,26","0,01",C2,,,,,,,,,,,,,,,
gercer,"0,26",0,C2,,,,,,,,,,,,,,,
jalouser,"0,26","0,01",C2,,,,,,,,,,,,,,,
lotir,"0,26","0,02",C2,,,,,,,,,,X,,,,,
lutiner,"0,26","0,01",C2,,,X,,,,,,,,,,,,
maximiser,"0,26",0,C2,,,,,,,X,,,,,,,,
morganer,"0,26","0,26",C2,X,,,,,,,,,,,,,,
retranscrire,"0,26","0,24",C2,,,,,,,X,,,,,,,,
réentendre,"0,26","0,21",C2,,,,,,,,,,,,,,,
résorber,"0,26",0,C2,,,,,,,,,,,,,X,,
trianguler,"0,26",0,C2,,,,,,,,,,X,,,,,
vrombir,"0,26","0,23",C2,,,,,,,,,,,,,,,
évangéliser,"0,26","0,02",C2,,,,,,,,,,,,,,,
amincir,"0,26","0,11",C2,,,,,,,,,,,,,X,,
crapahuter,"0,25","0,01",C2,,X,,,,,,,,,,,,,X
dessaisir,"0,25",0,C2,,,,,,,,,,,,,,,
deviser,"0,25","0,07",C2,,,X,,,,,,,,,,,,
distancier,"0,25","0,01",C2,,,,,,,,,,,,,,,
dribler,"0,25","0,15",C2,,,,,,,,,,,,,,,X
démilitariser,"0,25","0,14",C2,,,,,,,,,,,,,,,
dénommer,"0,25","0,25",C2,,,,,,,,,,,,,,,
efféminer,"0,25",0,C2,,,,,,,,,,,,,,,
entortiller,"0,25",0,C2,,,,,,,,,,,,,,,
fayotter,"0,25",0,C2,,X,,,,,,,,,,,,,
flemmarder,"0,25","0,25",C2,,X,,,,,,,,,,,,,
illusionner,"0,25","0,1",C2,,,,,,,,,,,,,,,
momifier,"0,25",0,C2,,,,,,,,,,,,,,,
perfuser,"0,25",0,C2,,,,,,,,,,,,,X,,
recoiffer,"0,25","0,15",C2,,,,,,,,,,,,,,,
replanter,"0,25",0,C2,,,,,,,,,,,,,,,
sauveter,"0,25",0,C2,,,,,,,,,,,,,,,
seriner,"0,25","0,25",C2,,X,,,,,,,,,,,,,
survolter,"0,25","0,01",C2,,,,,,,,,,,,,,,
tempérer,"0,25",0,C2,,,,,,,,,,,,X,,,
thésauriser,"0,25","0,03",C2,,,X,,,,,,,,,,,,
triturer,"0,25","0,11",C2,,,,,,,,,,,,X,,,
turluter,"0,25",0,C2,,X,,,,,,,,,,,,,
tyranniser,"0,25","0,05",C2,,,,,,,,,,,,,,,
zipper,"0,25",0,C2,,,,,,,,,,,,,,,
électriser,"0,25",0,C2,,,,,,,,,,,,,,,
évider,"0,25",0,C2,,,,,,,,,,,,X,,,
agglutiner,"0,25","0,01",C2,,,,,,,,,,,,,,,
bourgeonner,"0,24",0,C2,,,,,,,,,,,,,,,
contresigner,"0,24",0,C2,,,,,,,,,,,,,,,
culer,"0,24",0,C2,,X,,,,,,,,,,,,,
driver,"0,24","0,08",C2,,,,,,,,,,,,,,,X
dépayser,"0,24",0,C2,,,,,,,,,,,,,,X,
désavantager,"0,24",0,C2,,,,,,,,,,,,,,,
esseuler,"0,24","0,04",C2,X,,,,,,,,,,,,,,
grêler,"0,24","0,01",C2,,,,,,,,,,,,,,,
horripiler,"0,24",0,C2,,,,,,,,,,,,,,,
instiller,"0,24",0,C2,,,X,,,,,,,,,,X,,
jucher,"0,24",0,C2,,,,,,,,,,,,,,,
narrer,"0,24",0,C2,,,X,,,,,,,,,,,,
paraphraser,"0,24",0,C2,,,,,,,,,,,,,,,
pigeonner,"0,24",0,C2,,X,,,,,,,,,,,,,
promulguer,"0,24",0,C2,,,X,,,,,,,,,,,,
recasser,"0,24",0,C2,X,,,,,,,,,,,,,,
réarranger,"0,24","0,01",C2,,,,,,,X,,,,,,,,
réengager,"0,24","0,06",C2,,,,,,,,,,,,,,,
surligner,"0,24","0,04",C2,,,,,,,X,,,,,,,,
vamper,"0,24","0,07",C2,X,X,,,,,,,,,,,,,
vigiler,"0,24","0,01",C2,X,,,,,,,,,,,,,,
émailler,"0,24","0,23",C2,,,,,,,,,X,,,,,,
acoquiner,"0,24",0,C2,,X,,,,,,,,,,,,,
affermir,"0,23","0,01",C2,,,,,,,,,,,,,,,X
atterrer,"0,23","0,02",C2,,,X,,,,,,,,,,,,
avarier,"0,23",0,C2,,,,,,,,,,,,,,,
baguer,"0,23",0,C2,,,,,,,,,,,,,,,
balbutier,"0,23","0,07",C2,,,,,,,,,,,,,,,
bitter,"0,23",0,C2,,,,,,,,,,,,,,,
béer,"0,23","0,23",C2,X,,,,,,,,,,,,,,
bêler,"0,23",0,C2,,,,,,,,,,,,,,,
carminer,"0,23",0,C2,X,,,,,,,,,,,,,,
ciseler,"0,23","0,01",C2,,,,,,,,,X,,,,,,
coacher,"0,23",0,C2,,,,,,,,,,,,,,,X
conjecturer,"0,23","0,01",C2,,,X,,,,,,,,,,,,
corroder,"0,23","0,01",C2,,,,,,,,,,,X,,,,
criailler,"0,23",0,C2,,X,,,,,,,,,,,,,
cyanoser,"0,23","0,1",C2,,,,,,,,,,,,,X,,
dénoter,"0,23","0,12",C2,,,,,,,,,,,,,,,
dépoter,"0,23","0,01",C2,,X,,,,,,,,,,,,,
empapaouter,"0,23","0,15",C2,,X,,,,,,,,,,,,,
empreindre,"0,23",0,C2,,,X,,,,,,,,,,,,
enferrer,"0,23",0,C2,,,,,,,,,,,,,,,
ensemencer,"0,23",0,C2,,,,,,,,,,,,,,,
enserrer,"0,23","0,08",C2,,,,,,,,,,,,,,,
glapir,"0,23",0,C2,,X,,,,,,,,,,,,,
imbriquer,"0,23",0,C2,,,,,,,,,,X,,,,,
imperméabiliser,"0,23",0,C2,,,,,,,,,X,X,,,,,
inventorier,"0,23","0,01",C2,,,,,,,X,,,,,,,,
jodler,"0,23",0,C2,,,,,,,,,,,,,,,
malter,"0,23","0,23",C2,,,,,,,,,X,,,,,,
miter,"0,23","0,14",C2,X,,,,,,,,,X,,,,,
officialiser,"0,23",0,C2,,,,,,,,,,,,,,,
optimiser,"0,23",0,C2,,,,,,,X,,X,,,,,,
plastifier,"0,23","0,06",C2,,,,,,,X,,,,,,,,
positiver,"0,23","0,06",C2,,X,,,,,,,,,,,,,
quantifier,"0,23","0,23",C2,,,,,,,X,,,,,,,,
racketter,"0,23","0,2",C2,,X,,,,,,,,,,,,,
raffermir,"0,23","0,05",C2,,,,,,,,,,,,X,,,X
repayer,"0,23","0,01",C2,,,,,,,,,,,,,,,
recadrer,"0,23",0,C2,,,,,,,X,,,,,,,,
recaser,"0,23","0,02",C2,,X,,,,,X,,,,,,,,
regimber,"0,23",0,C2,X,,X,,,,,,,,,,,,
roussir,"0,23","0,01",C2,,,,,,,,,,,,X,,,
réinitialiser,"0,23","0,09",C2,,,,,,,,,,,X,,,,
réintroduire,"0,23","0,17",C2,,,,,,,,,,,,,,,
suppurer,"0,23","0,18",C2,,,,,,,,,,,,,X,,
zoner,"0,23",0,C2,,X,,,,,,,,,,,,,
éculer,"0,23","0,01",C2,,,,,,,,,,,,,,,
acérer,"0,23",0,C2,,,,,,,,,,,X,,,,
bétonner,"0,22","0,01",C2,,,,,,,,,,X,,,,,
calfeutrer,"0,22","0,01",C2,,,,,,,,,,X,,,,,
capitaliser,"0,22",0,C2,,,,,,,,,,,,,,,
carreler,"0,22",0,C2,,,,,,,,,,X,,,,,
cercler,"0,22",0,C2,,,,,,,,,X,,,,,,
chloroformer,"0,22",0,C2,,,,,,,,,,,,,X,,
convoler,"0,22",0,C2,,,X,,,,,,,,,,,,
disserter,"0,22",0,C2,,,X,,,,,,,,,,,,
douiller,"0,22","0,02",C2,,X,,,,,,,,,,,,,
décalquer,"0,22",0,C2,,,,,,,,,,,,,,,
décanter,"0,22",0,C2,,,,,,,,,,,,X,,,
déclancher,"0,22",0,C2,,,,,,,,,,,,,,,
décontenancer,"0,22","0,01",C2,,,,,,,,,,,,,,,
décérébrer,"0,22","0,03",C2,,,,,,,,,,,,,X,,
dégorger,"0,22","0,01",C2,,,,,,,,,,,,X,,,
désenfler,"0,22","0,01",C2,,,,,,,,,,,,,X,,
herber,"0,22",0,C2,,,,,,,,,,,,,,,
inégaler,"0,22","0,02",C2,x,,,,,,,,,,,,,,
légiférer,"0,22",0,C2,,,X,,,,,,,,,,,,
millésimer,"0,22","0,01",C2,,,,,,,,,X,,,,,,
miniaturiser,"0,22","0,17",C2,,,,,,,,,X,,,,,,
mitiger,"0,22","0,03",C2,,,,,,,,,,,,,,,
mâchonner,"0,22",0,C2,,X,,,,,,,,,,,,,
numériser,"0,22",0,C2,,,,,,,X,,,,,,,,
psychanalyser,"0,22","0,04",C2,,,,,,,,,,,,,X,,
pérorer,"0,22","0,03",C2,,,X,,,,,,,,,,,,
rebattre,"0,22",0,C2,,,,,,,,,,,,,,,
réembaucher,"0,22","0,11",C2,,,,,,,X,,,,,,,,
réglementer,"0,22","0,09",C2,,,,,,X,,,,,,,,,
réinterroger,"0,22",0,C2,,,,,,,,,,,,,,,
susurrer,"0,22","0,05",C2,,,X,,,,,,,,,,,,
titulariser,"0,22",0,C2,,,,,,,,,,,,,,,
trottiner,"0,22","0,03",C2,,X,,,,,,,,,,,,,
vicier,"0,22",0,C2,X,,,,,,,,,,,,,,
vivifier,"0,22",0,C2,,,X,,,,,,,,,,,,
évertuer,"0,22","0,02",C2,,,X,,,,,,,,,,,,
aguerrir,"0,22",0,C2,,,X,,,,,,,,,,,,X
ailer,"0,21","0,11",C2,,,,,,,,,,,,,,,
angler,"0,21","0,05",C2,X,,,,,,,,,,,,,,
anodiser,"0,21","0,2",C2,X,,,,,,,,X,,,,,,
cadenasser,"0,21","0,21",C2,,,,,,,,,,,,,,,
chemiser,"0,21",0,C2,,,,,,,,,,,X,,,,
chlinguer,"0,21","0,14",C2,,X,,,,,,,,,,,,,
chorégraphier,"0,21","0,18",C2,,,,,,,,,,,,,,,X
contraster,"0,21","0,2",C2,,,,,,,,,,,,,,,
cravater,"0,21",0,C2,,X,,,,,,,,,,,,,
décaper,"0,21",0,C2,,,,,,,,,,X,X,,,,
déclasser,"0,21","0,02",C2,,,,,,,,,,,,,,,
enchevêtrer,"0,21","0,02",C2,,,,,,,,,,,,,,,
escarper,"0,21",0,C2,,X,,,,,,,,,,,,,
exproprier,"0,21","0,19",C2,,,,,,,,,,,,,,,
grailler,"0,21","0,01",C2,,X,,,,,,,,,,,,,
naufrager,"0,21",0,C2,,,,,,,,,,,,,,,
parodier,"0,21",0,C2,,,,,,,,,,,,,,,
pouponner,"0,21",0,C2,,X,,,,,,,,,,,X,,
quadrupler,"0,21","0,03",C2,,,,,,,,,,,,,,,
quêter,"0,21",0,C2,,,,,,,,,,,,,,,
revisiter,"0,21",0,C2,,,,,,,,,,,,,,,
rembarquer,"0,21",0,C2,,,,,,,,,,,,,,,
régurgiter,"0,21",0,C2,,,,,,,,,,,,,,,
suborner,"0,21",0,C2,,,X,,,,,,,,,,,,
surpayer,"0,21","0,04",C2,,,,,,,,,,,,,,,
vaguer,"0,21","0,01",C2,,,,,,,,,,,,,,,
verdir,"0,21",0,C2,,,,,,,,,,,,,,,
éructer,"0,21",0,C2,,,,,,,,,,,,,,,
ailler,"0,21",0,C2,,,,,,,,,,,,X,,,
aromatiser,"0,2","0,14",C2,,,,,,,,,,,,X,,,
attabler,"0,2","0,01",C2,,,,,,,,,,,,,,X,
contorsionner,"0,2",0,C2,,,,,,,,,,,,,,,X
cuiter,"0,2",0,C2,,X,,,,,,,,,,,,,
décharner,"0,2","0,01",C2,,,,,,,,,,,,X,,,
décrasser,"0,2",0,C2,,,,,,,,,,,X,,,,
délasser,"0,2",0,C2,,,,,,,,,,,,,,X,
déphaser,"0,2",0,C2,,,,,,,,,X,,,,,,
dépister,"0,2","0,01",C2,,,,,,,,,,,,,X,,
dératiser,"0,2",0,C2,,,,,,,,,,,X,,,,
effilocher,"0,2","0,17",C2,,,,,,,,,,,,X,,,
encorner,"0,2",0,C2,,X,,,,,,,,,,,,,
endoctriner,"0,2",0,C2,,,,,,,,,,,,,,,
engrener,"0,2",0,C2,,,,,,,,,X,,,,,,
farder,,,C2,,,,,,,,,,,,,,,
fienter,"0,2",0,C2,,,,,,,,,,,,,,,
grimer,"0,2","0,2",C2,,,,,,,,,,,,,,,
infuser,"0,2","0,04",C2,,,,,,,,,,,,X,,,
intercaler,"0,2",0,C2,,,,,,,X,,,,,,,,
liposucer,"0,2",0,C2,,,,,,,,,,,,,X,,
manutentionner,"0,2","0,2",C2,X,,,,,,,,X,,,,,,
matir,"0,2","0,2",C2,,,,,,,,,,,,,,,
meringuer,"0,2","0,01",C2,,,,,,,,,,,,X,,,
moduler,"0,2","0,01",C2,,,,,,,,,,,,,,,
moleter,"0,2",0,C2,,,,,,,,,X,,,,,,
moufter,"0,2","0,2",C2,,X,,,,,,,,,,,,,
mécontenter,"0,2","0,01",C2,,,,,,,,,,,,,,,
normaliser,"0,2",0,C2,,,,,,,,,,,,,,,
nécroser,"0,2","0,04",C2,,,,,,,,,,,,,X,,
orthographier,"0,2","0,1",C2,,,,,,,X,,,,,,,,
palucher,"0,2",0,C2,,X,,,,,,,,,,,,,
postillonner,"0,2",0,C2,,X,,,,,,,,,,,,,
rediffuser,"0,2",0,C2,,,,,,,,,,,,,,,
recontrer,"0,2","0,01",C2,,,,,,,,,,,,,,,
rediscuter,"0,2","0,2",C2,,,,,,,X,,,,,,,,
repositionner,"0,2","0,1",C2,,,,,,,,,,,,,X,,
retransformer,"0,2","0,03",C2,,,,,,,,,,,,,,,
roquer,"0,2","0,02",C2,,,,,,,,,,,,,,,X
réfrigérer,"0,2","0,2",C2,,,,,,,,,,,X,X,,,
réhabituer,"0,2","0,01",C2,,,,,,,,,,,,,X,,
réopérer,"0,2",0,C2,,,,,,,,,,,,,X,,
rétorquer,"0,2","0,04",C2,,,,,,,,,,,,,,,
sacquer,"0,2","0,02",C2,,X,,,,,,,,,,,,,
siliconer,"0,2",0,C2,,,,,,,,,,X,X,,,,
séquencer,"0,2","0,01",C2,,,,,,,,,,,,,X,,
tourniquer,"0,2","0,2",C2,,,,,,,,,X,,,,X,,
transplanter,"0,2",0,C2,,,,,,,,,,,,,X,,
vilipender,"0,2","0,01",C2,,,X,,,,,,,,,,,,
zébrer,"0,2","0,01",C2,,,,,,,,,,,,,,,
égosiller,"0,2","0,03",C2,,X,,,,,,,,,,,,,
éperdre,"0,2",0,C2,,,X,,,,,,,,,,,,
accidenter,"0,2","0,16",C2,,,,,,,,,,,,,,,
apparier,"0,19","0,01",C2,,,,,,,,,X,,,,,,
attitrer,"0,19",0,C2,,,,,,,,,,,,,,,
aviver,"0,19","0,08",C2,,,,,,,,,,X,,,,,
biturer,"0,19","0,01",C2,,X,,,,,,,,,,,,,
boubouler,"0,19","0,02",C2,,,,,,,,,,,,,,,
brunir,"0,19","0,18",C2,,,,,,,,,,,,X,,,
collectiviser,"0,19",0,C2,,,,,,,,,,,,,,,
congratuler,"0,19","0,05",C2,,,X,,,,,,,,,,,,
contrebalancer,"0,19",0,C2,,,,,,,,,,,X,,,,
croasser,"0,19","0,03",C2,,,,,,,,,,,,,,,
débrailler,"0,19",0,C2,,X,,,,,,,,,,,,,
débriefer,"0,19","0,17",C2,,,,,,,X,,,,,,,,
décompter,"0,19","0,11",C2,,,,,,,,,,,,,,,
défroisser,"0,19","0,07",C2,,,,,,,,,,,X,,,,
députer,"0,19",0,C2,X,,,,,,,,,,,,,,
désherber,"0,19","0,01",C2,,,,,,,,,,,,,,,
emmancher,"0,19",0,C2,,,,,,,,,X,,,,,,
endeuiller,"0,19",0,C2,,,X,,,,,,,,,,,,
enhardir,"0,19",0,C2,,,X,,,,,,,,,,,,X
entrechoquer,"0,19","0,01",C2,,,,,,,,,,,,,,,
feutrer,"0,19","0,03",C2,,,,,,,,,X,,,,,,
harnacher,"0,19",0,C2,,,,,,,,,,,,,,,X
honnir,"0,19",0,C2,,,X,,,,,,,,,,,,
impartir,"0,19","0,14",C2,,,X,,,,,,,,,,,,
mitonner,"0,19","0,19",C2,,X,,,,,,,,,,X,,,
objectiver,"0,19",0,C2,,,,,,,,,,,,,X,,
phraser,"0,19","0,17",C2,,,,,,,,,,,,,,,
quintupler,"0,19","0,17",C2,,,,,,,,,,,,,,,
rabougrir,"0,19",0,C2,,,,,,,,,,,,,,,
revitaliser,"0,19","0,02",C2,,,,,,,,,,,,,X,,
réaménager,"0,19","0,03",C2,,,,,,,,,,X,,,,,
suppléer,"0,19",0,C2,,,,,,,X,,,,,,,,
tarabuster,"0,19",0,C2,,X,,,,,,,,,,,,,
étriquer,"0,19",0,C2,,X,,,,,,,,,,,,,
baguenauder,"0,19",0,C2,,X,,,,,,,,,,,,,
braconner,"0,18",0,C2,,,,,,,,,,,,,,,
configurer,"0,18","0,01",C2,,,,,,,,,,,X,,,,
discriminer,"0,18","0,05",C2,,,,,,,,,,,,,,,
dégriser,"0,18","0,17",C2,,X,,,,,,,,,,,,,
dématérialiser,"0,18",0,C2,,,,,,,X,,,,,,,,
démultiplier,"0,18","0,04",C2,,,,,,,,,,,,,,,
désaffecter,"0,18",0,C2,,,,,,,,,,X,,,,,
encroûter,"0,18",0,C2,,X,,,,,,,,,,,,,
essorer,"0,18",0,C2,,,,,,,,,,,,X,,,
fleurer,"0,18",0,C2,,,X,,,,,,,,,X,,,
graduer,"0,18",0,C2,,,,,,,,,,,,,X,,
grever,"0,18","0,01",C2,,,X,,,,,,,,,,,,
grillager,"0,18",0,C2,,,,,,,,,,X,,,,,
harder,"0,18",0,C2,,,,,,,,,,,,,,,
hululer,"0,18","0,01",C2,,,,,,,,,,,,,,,
insensibiliser,"0,18",0,C2,,,,,,,,,,,,,X,,
mailer,"0,18",0,C2,X,X,,,,,X,,,,,,,,
préposer,"0,18","0,08",C2,,,X,,,,,,,,,,,,
rapiécer,"0,18","0,15",C2,,,,,,,,,,,X,,,,
redorer,"0,18","0,14",C2,,,,,,,,,,,,,,,
relooker,"0,18","0,18",C2,,X,,,,,,,,,,,,,
renchérir,"0,18","0,07",C2,,,,,,,,,,,,,,,
stigmatiser,"0,18","0,05",C2,,,,,,,,,,,,,,,
vitrer,"0,18",0,C2,,,,,,,,,,X,,,,,
voûter,"0,18",0,C2,,,,,,,,,,X,,,,,
élaguer,"0,18",0,C2,,,,,,,,,,,X,,,,
actualiser,"0,18","0,01",C2,,,,,,,X,,,,,,,,
aiguer,"0,17","0,01",C2,X,,,,,,,,,,X,,,,
aiguillonner,"0,17","0,17",C2,,,,,,,,,,,,,,,
amollir,"0,17",0,C2,,,,,,,,,,,,X,,,
arc-bouter,"0,17","0,11",C2,,,,,,,,,,,,,,,
assourdir,"0,17",0,C2,,,,,,,,,,,,,,,
authentiquer,"0,17","0,02",C2,,,,,,,,,,,,,,,
avenir,"0,17",0,C2,,,,,,,,,,,,,,,
balafrer,"0,17","0,17",C2,,,,,,,,,,,,,,,
becter,"0,17",0,C2,,X,,,,,,,,,,,,,
biseauter,"0,17",0,C2,,,,,,,,,,X,,,,,
bisquer,"0,17","0,01",C2,,X,,,,,,,X,,,,,,
caraméliser,"0,17","0,16",C2,,,,,,,,,,,,X,,,
caver,"0,17",0,C2,,X,,,,,,,,,,,,,
condescendre,"0,17","0,17",C2,X,,X,,,,,,,,,,,,
crépir,"0,17",0,C2,,,,,,,,,,X,,,,,
décontaminer,"0,17","0,07",C2,,,,,,,,,,,,,X,,
dégarnir,"0,17","0,01",C2,,,,,,,,,,,,,,,
déglutir,"0,17","0,11",C2,,,,,,,,,,,,,X,,
déplumer,"0,17",0,C2,,,,,,,,,,,,X,,,
désemplir,"0,17",0,C2,,,,,,,,,,,,,,,
effeuiller,"0,17",0,C2,,,,,,,,,,,,,,,
emmailloter,"0,17",0,C2,,,,,,,,,,,,,X,,
ferrailler,"0,17","0,14",C2,,,,,,,,,,X,,,,,
fluctuer,"0,17",0,C2,,,,,,,,,,,,,,,
fossiliser,"0,17","0,01",C2,,,,,,,,,,,,,,,
franchiser,"0,17","0,08",C2,,,,,,,,,,,,,,,
harasser,"0,17",0,C2,,,X,,,,,,,,,,,,
ignifuger,"0,17","0,01",C2,,,,,,,,,,X,,,,,
incuber,"0,17","0,01",C2,,,,,,,,,,,,,X,,
jumeler,"0,17","0,05",C2,,,,,,,,,,,,,,,
